	title	year	rated	min_age	runtime(min)	genres	director	actors	plot	languages	country	awards	imdbRating	rottenTomatoesRating	metacriticRating	boxoffice	production	ReleaseDate	YearReleased	MonthReleased	viewCount	commentCount	likeCount	dislikeCount	Production Budget	Domestic Total Gross	Distributor	polarity	subjectivity	polarity_confidence	subjectivity_confidence	actorAR	directorAR	languageAR	countryAR	genreAR	ratingAR	productionAR	distributionAR
1105	The Longest Yard	2005	PG-13	13	113	Comedy; Crime; Sport	Peter Segal	Adam Sandler; Chris Rock; Burt Reynolds; Nelly	Paul Wrecking Crewe was a revered football superstar back in his day but that time has since faded But when a messy drunk driving incident lands him in jail Paul finds he was specifically requested by Warden Hazen (James Cromwell) a duplicitous prison official well aware of Pauls athletic skills Paul has been assigned the task of assembling a team of convicts to square off in a big football game against the sadistic guards With the help of fellow convict Caretaker and an old legend named Nate Scarborough to coach Crewe is ready for what promises to be a very interesting game Its only the warden and the guards who have no idea who or what theyre up against with Paul the driving force behind the new team	English	USA	2 wins & 17 nominations	6.4	32.0	48	157900000.0	Paramount Pictures	27-May-05	2005	5	340379.0				82000000	158119460	Paramount	neutral	subjective	0.460758597	1.0	5478696	-10192740	9159624	9575722	25940782	9899276	22280237	20132369
1106	Sucker Punch	2011	PG-13	13	110	Action; Fantasy	Zack Snyder	Emily Browning; Abbie Cornish; Jena Malone; Vanessa Hudgens	A young girl (Baby Doll) is locked away in a mental asylum by her abusive stepfather where she will undergo a lobotomy in five days time Faced with unimaginable odds she retreats to a fantastical world in her imagination where she and four other female inmates at the asylum plot to escape the facility The lines between reality and fantasy blur as Baby Doll and her four companions as well as a mysterious guide fight to retrieve the five items they need that will allow them to break free from their captors before its too late	English; German	USA; Canada	1 win & 10 nominations	6.1	23.0	33	36381716.0	IMAX	25-Mar-11	2011	3	2391907.0	1678.0	4637.0	340.0	82000000	36392502	Warner Bros.	negative	subjective	0.423086107	1.0	126682312	0	13196632	18282396	4741190	9899276	0	12943408
1107	Son of the Mask	2005	PG	7	94	Comedy; Family; Fantasy	Lawrence Guterman	Jamie Kennedy; Alan Cumming; Liam Falconer; Ryan Falconer	Tim Avery is a cartoonist who loves his dog Odis Then one day Odis finds a strange green mask Then Tim puts it on and has a baby with his wife with the mask on The baby then gets ahold of powers of the mask Meanwhile Loki (Alan Cumming) must find the mask before Odin gets mad	English	USA; Germany	7 wins & 12 nominations	2.2	6.0	20	16967576.0	New Line Cinema	18-Feb-05	2005	2	327112.0	97.0	440.0	180.0	84000000	17018422	New Line	neutral	subjective	0.443529963	1.0	0	0	9159624	17808743	29230478	12706625	11056127	6926138
1108	The Greatest Showman	2017	PG	7	105	Biography; Drama; Musical	Michael Gracey	Hugh Jackman; Michelle Williams; Zac Efron; Zendaya	Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation	English	USA	Nominated for 1 Oscar Another 6 wins & 15 nominations	7.9	55.0	48		20th Century Fox	20-Dec-17	2017	12	15992028.0	4746.0	85513.0	2388.0	84000000	167475401	Fox	neutral	objective	0.6334427	1.0	6036171	0	9159624	9575722	20508975	12706625	12579404	13031627
1109	Bewitched	2005	PG-13	13	102	Comedy; Fantasy; Romance	Nora Ephron	Nicole Kidman; Will Ferrell; Shirley MacLaine; Michael Caine	Out in Californias San Fernando Valley Isabel is trying to reinvent herself A naïve good-natured witch she is determined to disavow her supernatural powers and lead a normal life At the same time across town Jack Wyatt a tall charming actor is trying to get his career back on track He sets his sights on an updated version of the beloved 1960s situation comedy Bewitched re-conceived as a starring vehicle for himself in the role of the mere-mortal Darrin Fate steps in when Jack accidentally runs into Isabel He is immediately attracted to her and her nose which bears an uncanny resemblance to the nose of Elizabeth Montgomery who played Samantha in the original TV version of Bewitched He becomes convinced she could play the witch Samantha in his new series Isabel is also taken with Jack seeing him as the quintessential mortal man with whom she can settle down and lead the normal life she so desires It turns out theyre both right--but in ways neither of them ever imagined	English; Spanish	USA	2 wins & 13 nominations	4.8	25.0	34	62252415.0	Columbia Pictures	24-Jun-05	2005	6	77076.0	15.0	670.0	9.0	85000000	63313159	Sony / Columbia	neutral	subjective	0.846151769	1.0	18170936	0	15035100	9575722	21625480	9899276	12442899	20441134
1110	Memoirs of a Geisha	2005	PG-13	13	145	Drama; Romance	Rob Marshall	Suzuka Ohgo; Togo Igawa; Mako; Samantha Futerman	In the 1920s 9-year-old Chiyo gets sold to a geisha house There she is forced into servitude receiving nothing in return until the houses ruling hierarchy determines if she is of high enough quality to service the clientele -- men who visit and pay for conversation dance and song After rigorous years of training Chiyo becomes Sayuri a geisha of incredible beauty and influence Life is good for Sayuri but World War II is about to disrupt the peace	English; Japanese	USA	Won 3 Oscars Another 27 wins & 44 nominations	7.4	35.0	54	57000000.0	Sony Pictures	9-Dec-05	2005	12	1740711.0	921.0	4473.0	127.0	85000000	57490508	Sony / Columbia	negative	subjective	0.731946766	1.0	20149098	78002372	15893748	9575722	16688793	9899276	21745046	20441134
1111	Open Season	2006	PG	7	86	Animation; Adventure; Comedy	Roger Allers; Jill Culton; Anthony Stacchi(co-director)	Martin Lawrence; Ashton Kutcher; Gary Sinise; Debra Messing	A happily domesticated grizzly bear named Boog has his perfect world turned upside down after he meets Elliot a scrawny fast-talking one-horned wild mule deer They both end up stranded together in the woods during hunting season and its up to the duo to rally all the other forest animals and turn the tables on the hunters	English	USA	1 win & 9 nominations	6.2	48.0	49	84300000.0	Sony Pictures	29-Sep-06	2006	9	5132.0	0.0	7.0	1.0	85000000	85105259	Sony / Columbia	positive	subjective	0.704627216	1.0	42438287	0	9159624	9575722	22293110	12706625	21745046	20441134
1112	The Holiday	2006	PG-13	13	138	Comedy; Romance	Nancy Meyers	Cameron Diaz; Kate Winslet; Jude Law; Jack Black	In London Iris Simpkins writes a wedding column in a newspaper and nurtures an unrequited love for her colleague Jasper Bloom Near Christmas she is informed that Jasper is engaged to marry another colleague and her life turns upside down In Los Angeles the movie-trailers maker Amanda Woods has just split with her unfaithful boyfriend Ethan and wants to forget him Through a house exchange website Amanda impulsively swaps her mansion for Iris cottage in Surrey for the holidays While in Surrey Amanda meets Iris brother and book editor Graham and they fall in love with each other Meanwhile Iris meets her new next door neighbor the ninety year old screenplay writer Arthur who helps her retrieve her self-esteem and the film composer Miles with whom she falls in love	English	USA	2 wins & 7 nominations	6.9	47.0	52	63224849.0	Sony Pictures	8-Dec-06	2006	12	2781603.0	472.0	3808.0	139.0	85000000	63224849	Sony / Columbia	positive	subjective	0.765477836	1.0	-19439075	0	9159624	9575722	22007079	9899276	21745046	20441134
1113	Enchanted	2007	PG	7	107	Animation; Comedy; Family	Kevin Lima	Amy Adams; Patrick Dempsey; James Marsden; Timothy Spall	The beautiful princess Giselle is banished by an evil queen from her magical musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan Shocked by this strange new environment that doesnt operate on a happily ever after basis Giselle is now adrift in a chaotic world badly in need of enchantment But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?	English	USA	Nominated for 3 Oscars Another 12 wins & 48 nominations	7.1	93.0	75	127706877.0	Walt Disney Pictures	21-Nov-07	2007	11	596525.0	185.0	905.0	71.0	85000000	127807262	Buena Vista	positive	subjective	0.953978658	1.0	40459108	0	9159624	9575722	31489814	12706625	24295569	24118945
1114	Hellboy II: The Golden Army	2008	PG-13	13	120	Action; Adventure; Fantasy	Guillermo del Toro	Ron Perlman; Selma Blair; Doug Jones; John Alexander	In this continuation to the adventure of the demon superhero an evil elf breaks an ancient pact between humans and creatures as he declares war against humanity He is on a mission to release The Golden Army a deadly group of fighting machines that can destroy the human race As Hell on Earth is ready to erupt Hellboy and his crew set out to defeat the evil prince before The Golden Army can destroy humanitys existence	English; Scottish Gaelic	USA; Germany	Nominated for 1 Oscar Another 5 wins & 28 nominations	7.0	86.0	78	75754670.0	Universal Pictures	11-Jul-08	2008	7	2963893.0	979.0	2582.0	164.0	85000000	75986503	Universal	neutral	subjective	0.592941761	1.0	-17585710	8795229	9159624	17808743	13918947	9899276	20852222	24540500
1115	Jumper	2008	PG-13	13	88	Action; Adventure; Sci-Fi	Doug Liman	Hayden Christensen; Jamie Bell; Rachel Bilson; Diane Lane	David Rice is a high school student in Ann Arbor abandoned by his mother at five living with his callous alcoholic father enamored with Millie a fellow student and picked on by at least one classmate On a winters day while about to drown he discovers he can transport himself instantaneously to anyplace on earth He runs away from home goes to New York City robs a bank vault and comes to the attention of a shadowy group of government hunters Eight years later the hunters led by the murderous Roland get a fix on David He heads home searches out Millie invites her to travel with him and only later realizes that Roland and his crew are seriously deadly Is everyone close to David in danger?	English; Italian; Japanese; Mandarin	USA; Canada	2 wins & 4 nominations	6.1	16.0	35	80055499.0	20th Century Fox	14-Feb-08	2008	2	165966.0	37.0	523.0	48.0	85000000	80172128	Fox	neutral	subjective	0.803830385	1.0	-11127758	0	18428753	18282396	21403795	9899276	12579404	13031627
1116	Safe House	2012	R	17	115	Action; Adventure; Crime	Daniel Espinosa	Denzel Washington; Ryan Reynolds; Vera Farmiga; Brendan Gleeson	Matt Weston (Ryan Reynolds) is a CIA rookie who is manning a safe house in Cape Town South Africa when Tobin Frost (Denzel Washington) the CIAs most wanted rogue agent is captured and taken to the safe house During Frosts interrogation the safe house is overtaken by mercenaries who want Frost Weston and Frost escape and must stay out of the gunmens sight until they can get to another safe house	English; Afrikaans	South Africa; Japan; USA	1 win & 7 nominations	6.8	53.0	52	126149655.0	Universal Pictures	10-Feb-12	2012	2	9610685.0	1630.0	5863.0	570.0	85000000	126373434	Universal	neutral	subjective	0.577125609	1.0	102469000	-48775670	40728423	34073067	16722852	8133748	20852222	24540500
1117	Divergent	2014	PG-13	13	139	Adventure; Mystery; Sci-Fi	Neil Burger	Shailene Woodley; Theo James; Ashley Judd; Jai Courtney	Set in a futuristic dystopia where society is divided into five factions that each represent a different virtue teenagers have to decide if they want to stay in their faction or switch to another - for the rest of their lives Tris Prior makes a choice that surprises everyone Then Tris and her fellow faction-members have to live through a highly competitive initiation process to live out the choice they have made They must undergo extreme physical and intense psychological tests that transform them all But Tris has a secret that she is Divergent which means she doesnt fit into any one group If anyone knew it would mean a certain death As she discovers a growing conflict that threatens to unravel her seemingly peaceful society this secret might help her save the people she loves or it might destroy her	English; Spanish	USA	7 wins & 11 nominations	6.7	41.0	48	129520735.0	Lionsgate/Summit Entertainment	21-Mar-14	2014	3	6441416.0	1951.0	18274.0	597.0	85000000	150947895	Lionsgate/Summit	negative	subjective	0.711600304	1.0	37846752	19258211	15035100	9575722	29374420	9899276	27930462	11630608
1118	Arthur Christmas	2011	PG	7	97	Animation; Adventure; Comedy	Sarah Smith; Barry Cook(co-director)	James McAvoy; Hugh Laurie; Bill Nighy; Jim Broadbent	Arthur Christmas reveals the incredible never-before seen answer to every childs question: So how does Santa deliver all those presents in one night? The answer: Santas exhilarating ultra-high-tech operation hidden beneath the North Pole But at the center of the film is a story about a family in a state of comic dysfunction and an unlikely hero Arthur with an urgent mission that must be completed before Christmas morning dawns	English	UK; USA	Nominated for 1 Golden Globe Another 3 wins & 22 nominations	7.1	92.0	69	46440491.0	Sony Pictures	23-Nov-11	2011	11	3202169.0	620.0	3448.0	221.0	85000000	46462469	Sony / Columbia	positive	subjective	0.692594171	1.0	38552622	0	9159624	12012154	22293110	12706625	21745046	20441134
