X,title,year,rated,min_age,runtime.min.,genres,director,actors,plot,languages,country,awards,imdbRating,rottenTomatoesRating,metacriticRating,boxoffice,production,ReleaseDate,YearReleased,MonthReleased,viewCount,commentCount,likeCount,dislikeCount,Production.Budget,Domestic.Total.Gross,Distributor,polarity,subjectivity,polarity_confidence,subjectivity_confidence,actorAR,directorAR,languageAR,countryAR,genreAR,ratingAR,productionAR,distributionAR,Domestic.Total.Gross_ln,Domestic.Total.Gross_sqrt,likeCount_ln,dislikeCount_ln,dislikeCount_rc,like_ratio
98,Don Jon,2013,R,17,90,Comedy; Drama; Romance,Joseph Gordon-Levitt,Joseph Gordon-Levitt; Scarlett Johansson; Julianne Moore; Tony Danza,Jon Martello objectifies everything in his life: his apartment his car his family his church and of course women His buddies even call him Don Jon because of his ability to pull 10s every weekend without fail Yet even the finest flings dont compare to the transcendent bliss he achieves alone in front of the computer watching pornography Dissatisfied he embarks on a journey to find a more gratifying sex life but ends up learning larger lessons of life and love through relationships with two very different women,English,USA,2 wins & 27 nominations,6.6,80,66,NA,Relativity Media,27-Sep-13,2013,9,4915148,532,4391,237,3000000,24477704,Relativity,neutral,subjective,0.510140121,1,36110956,21477704,9159624,9575722,27926409,8133748,4646547,7784057,17.01327322036009,4947.494719552513,8.387312270561717,5.4680601411351315,237,18.52742616033755
99,The Purge,2013,R,17,85,Horror; Sci-Fi; Thriller,James DeMonaco,Ethan Hawke; Lena Headey; Max Burkholder; Adelaide Kane,In an America wracked by crime and overcrowded prisons the government has sanctioned an annual 12-hour period in which any and all criminal activity-including murder-becomes legal The police cant be called Hospitals suspend help Its one night when the citizenry regulates itself without thought of punishment On this night plagued by violence and an epidemic of crime one family wrestles with the decision of who they will become when a stranger comes knocking When an intruder breaks into James Sandins (Ethan Hawke) gated community during the yearly lockdown he begins a sequence of events that threatens to tear a family apart Now it is up to James his wife Mary (Lena Headey) and their kids to make it through the night without turning into the monsters from whom they hide,English,France; USA,1 win & 6 nominations,5.7,38,41,644e5,Universal Pictures,7-Jun-13,2013,6,743351,1094,2178,157,3000000,64473115,Universal,neutral,subjective,0.632790267,1,209848230,64549763,9159624,14393267,36241887,8133748,20852222,24540500,17.98175887316626,8029.515240660547,7.686162303492906,5.056245805348308,157,13.872611464968152
100,Before Midnight,2013,R,17,109,Drama; Romance,Richard Linklater,Ethan Hawke; Julie Delpy; Seamus Davey-Fitzpatrick; Jennifer Prior,It has been nine years since we last met Jesse and Celine the French-American couple who once met on a train in Vienna They now live in Paris with twin daughters but have spent a summer in Greece on the invitation of an author colleague of Jesses When the vacation is over and Jesse must send his teenage son off to the States he begins to question his life decisions and his relationship with Celine is at risk,English; Greek; French,USA; Greece,Nominated for 1 Oscar Another 21 wins & 59 nominations,7.9,98,94,8114507,Drafthouse Recommends,24-May-13,2013,5,19680,17,594,4,3000000,8114627,Sony Classics,neutral,subjective,0.524162829,1,36155738,-1214892,38825977,4989176,16688793,8133748,5114627,-1096370,15.90917879361073,2848.6184370673445,6.386879319362645,1.3862943611198906,4,148.5
101,Damsels in Distress,2011,PG-13,13,99,Comedy; Drama; Romance,Whit Stillman,Greta Gerwig; Carrie MacLemore; Megalyn Echikunwoke; Analeigh Tipton,Violet and her two cohorts attempt to help their less-fortunate students at Seven Oaks College - primarily by running a Suicide Prevention Centre and offering their off-beat advice whenever they get a chance Violets newest rescue is transfer student Lily and Violet wants to teach her how to talk and dress properly and how to select appropriate men to be interested in Along their way in helping everybody at the college the damsels teach the fraternity doofi to hit the books they get their hearts broken but then attempt to start an international dance craze,English,USA,1 win & 2 nominations,5.7,75,67,1007535,Sony Pictures Classics,6-Apr-12,2012,4,301420,72,289,74,3000000,1008455,Sony Classics,neutral,subjective,0.603972852,1,3482285,-1991545,9159624,9575722,27926409,9899276,-1688477,-1096370,13.823930014657023,1004.218601699849,5.666426688112432,4.30406509320417,74,3.9054054054054053
102,Frances Ha,2012,R,17,86,Comedy; Drama; Romance,Noah Baumbach,Greta Gerwig; Mickey Sumner; Michael Esper; Adam Driver,Frances lives in New York but she doesnt really have an apartment Frances is an apprentice for a dance company but shes not really a dancer Frances has a best friend named Sophie but they arent really speaking anymore Frances throws herself headlong into her dreams even as their possible reality dwindles Frances wants so much more than she has but lives her life with unaccountable joy and lightness,English,USA; Brazil,Nominated for 1 Golden Globe Another 1 win & 47 nominations,7.4,92,82,39e5,IFC Films,17-May-13,2013,5,230411,42,398,16,3000000,4069826,IFC,negative,subjective,0.757971168,1,-11698477,-2968462,9159624,17095121,27926409,8133748,-1947483,-4593538,15.21911080466214,2017.3809754233334,5.986452005284438,2.772588722239781,16,24.875
103,The Collector,2009,R,17,90,Horror; Thriller,Marcus Dunstan,William Prael; Diane Ayala Goldner; Juan Fernández; Josh Stewart,When the Chase family moves to an isolated house in the middle of nowhere in Detroit Arkin is hired to fix the windows and the doors Later he meets his daughter and his wife that has a debt with dangerous sharks and needs money but his week payment is not enough to pay her debts Arkin plots to heist the safe of Michael Chase during the night to raise the necessary money However when he arrives in the house he finds that a sadistic criminal has imprisoned the family and planted traps everywhere Arkin seeks a way out of the deadly house to save his life,English,USA,NA,6.4,30,29,7674322,Freestyle Releasing,31-Jul-09,2009,7,2212438,840,2382,160,3000000,7712114,Freestyle Releasing,negative,subjective,0.637114167,1,14913428,777086,9159624,9575722,29138638,8133748,-13680536,-10093975,15.85830289732094,2777.0693185442815,7.775695749915245,5.075173815233827,160,14.8875
104,Tusk,2014,R,17,102,Comedy; Drama; Horror,Kevin Smith,Michael Parks; Justin Long; Genesis Rodriguez; Haley Joel Osment,When podcaster Wallace travels to Canada to interview someone he winds up meeting a strange man named Howe who has many stories to tell about his past life during his interview Wallace wakes up the next day finding out Howe isnt the person he thought he was Howe has plans to surgically and mentally turn Wallace into a walrus,English,USA,2 wins & 7 nominations,5.4,41,55,NA,A24 Films,19-Sep-14,2014,9,3811115,5239,9188,1109,3000000,1826705,A24,neutral,subjective,0.653036952,1,-2426931,4566203,9159624,9575722,35424386,8133748,5439370,5080916,14.418024355437359,1351.5565101023337,9.125653563808989,7.011213987350367,1109,8.284941388638414
105,Daltry Calhoun,2005,PG-13,13,100,Comedy; Drama; Music,Katrina Holden Bronson,Elizabeth Banks; Johnny Knoxville; Beth Grant; Laura Cayouette,The Knoxville Tennessee-set film written by Bronson is a dark comedy about a father (Knoxville) struggling to keep his once lucrative Tennessee golfing empire intact when his estranged 14-year-old daughter (a gifted musician) is unexpectedly left in his care,English,USA,1 nomination,5.2,7,30,NA,Miramax Films,23-Sep-05,2005,9,4721,2,17,2,3000000,12551,Miramax,neutral,objective,0.765620589,1,9638666,-2987449,9159624,9575722,31248148,9899276,-1282213,2778936,9.437555622660446,112.03124564156198,2.833213344056216,0.6931471805599453,2,8.5
106,The D Train,2015,R,17,101,Comedy; Drama,Andrew Mogel; Jarrad Paul,Jack Black; James Marsden; Kathryn Hahn; Jeffrey Tambor,The head of a high school reunion committee tries to get the most popular guy in school to attend their class upcoming 20-year reunion,English,UK; USA,1 nomination,5,50,55,NA,IFC Films,8-May-15,2015,5,405147,51,258,49,3000000,673151,IFC,neutral,objective,0.460570246,1,8470028,-4653698,9159624,12012154,17156946,8133748,-1947483,-4593538,13.419724951959275,820.457799036611,5.552959584921617,3.8918202981106265,49,5.26530612244898
107,Beginners,2010,R,17,105,Comedy; Drama; Romance,Mike Mills,Ewan McGregor; Christopher Plummer; Mélanie Laurent; Goran Visnjic,Its 2003 Thirty-eight-year-old graphic artist Oliver Fields has just lost his father Hal Fields to cancer after Olivers mother Georgia Fields passed away five years earlier Oliver is naturally a sullen man due to his growing up relationships with his parents (his mother who had a unique view on life) and watching his parents cordial but somewhat distant relationship with each other but is more so now because of his personal family losses Oliver embarks on a relationship with Anna a French actress hoping that his re-energized relationship with Hal following Georgias death and Hals new outlook on life during that time will show Oliver how to act in a loving relationship After Georgias death Hal came out of the closet and began to live with a joie de vivre that did not exist before which included an open relationship with a much younger man named Andy Olivers relationship with Anna has other obstacles including Annas own vagabond lifestyle and Oliver needing to take care of who was originally Hals very needy Jack Russell terrier Arthur,English; French,USA,Won 1 Oscar Another 34 wins & 29 nominations,7.2,84,81,5764842,Focus Features,3-Jun-11,2011,6,2456298,616,6084,225,3200000,5790894,Focus Features,neutral,objective,0.83797282,1,-18800562,2590894,14027331,9575722,27926409,8133748,3463844,-395282,15.571797241775162,2406.4276427933587,8.713417653379183,5.41610040220442,225,27.04
108,Whiplash,2014,R,17,107,Drama; Music,Damien Chazelle,Miles Teller; J.K. Simmons; Paul Reiser; Melissa Benoist,A young and talented drummer attending a prestigious music academy finds himself under the wing of the most respected professor at the school one who does not hold back on abuse towards his students The two form an odd relationship as the student wants to achieve greatness and the professor pushes him,English,USA,Won 3 Oscars Another 89 wins & 136 nominations,8.5,94,88,NA,Sony Pictures Classics,10-Oct-14,2014,10,22329,2,92,2,3300000,13092000,Sony Classics,positive,subjective,0.857345879,1,31552832,9792000,9159624,9575722,20010532,8133748,-1688477,-1096370,16.38751191460321,3618.28688746484,4.5217885770490405,0.6931471805599453,2,46
109,The Lazarus Effect,2015,PG-13,13,83,Horror; Mystery; Sci-Fi,David Gelb,Mark Duplass; Olivia Wilde; Sarah Bolger; Evan Peters,THE LAZARUS EFFECT follows a group of researchers led by Frank and his fiancé Zoe whove achieved the unimaginable - bringing the dead back to life After a successful yet unsanctioned trial on a newly deceased animal the team is ready to unveil their breakthrough to the world When the dean of their university learns of their underground experiments their project is unexpectedly shut down and their materials confiscated Frank Zoe and their team take matters into their own hands launching a rogue attempt to recreate their experiment during which things go terribly wrong and one of their own Zoe is horrifically killed Fueled by terror and grief Frank pushes them to do the unthinkable: attempt to resurrect their first human test subject Initially the procedure appears a success but the team soon realizes something is wrong with Zoe As her strange new persona reveals itself the team quickly becomes stuck in a gruesome reality They are no longer faced with the question of whether they can bring someone back to life- but rather the wrath of her return,English,USA,2 nominations,5.2,NA,31,NA,NA,27-Feb-15,2015,2,345335,99,614,39,3300000,25801047,Relativity,neutral,subjective,0.526002645,1,45646423,22501047,9159624,9575722,38464103,9899276,2061285,7784057,17.06592563046379,5079.473102596371,6.419994928147142,3.6635616461296463,39,15.743589743589743
110,Margin Call,2011,R,17,107,Drama; Thriller,J.C. Chandor,Kevin Spacey; Paul Bettany; Jeremy Irons; Zachary Quinto,A respected financial company is downsizing and one of the victims is the risk management division head who was working on a major analysis just when he was let go His protégé completes the study late into the night and then frantically calls his colleagues in about the companys financial disaster he has discovered What follows is a long night of panicked double checking and double dealing as the senior management prepare to do whatever it takes to mitigate the debacle to come even as the handful of conscientious comrades find themselves dragged along into the unethical abyss,English,USA,Nominated for 1 Oscar Another 8 wins & 23 nominations,7.1,89,76,6e5,Roadside Attractions,21-Oct-11,2011,10,1957556,678,2288,107,3500000,5354039,Roadside Attractions,negative,subjective,0.734078169,1,-22526265,1854039,9159624,9575722,16790528,8133748,-6218107,-5768780,15.493361787309345,2313.879642505202,7.7354333524996886,4.672828834461906,107,21.38317757009346
