Title,ReleaseDate,Genre,Rating
Moana,"November 23, 2016","Action, Adventure, Fantasy, Comedy, Animation, Family, Musical",81
The Founder,"January 20, 2017","Biography, Drama, History",66
Sing,"December 21, 2016","Drama, Comedy, Music, Animation, Family, Musical",59
A Monster Calls,"December 23, 2016","Drama, Fantasy",76
The Lord of the Rings: The Return of the King,"December 17, 2003","Action, Adventure, Fantasy",94
Underworld: Blood Wars,"January 6, 2017","Action, Horror",23
Arsenal,"January 6, 2017","Action, Thriller, Crime",25
The Mountain Between Us,"October 6, 2017","Action, Adventure, Drama, Thriller, Romance",48
Monster Trucks,"January 13, 2017","Action, Adventure, Sci-Fi, Fantasy, Comedy, Animation, Family",41
The Bye Bye Man,"January 13, 2017","Thriller, Horror",37
Sleepless,"January 13, 2017","Action, Thriller, Crime",34
100 Streets,"January 13, 2017",Drama,44
The Book of Love,"January 13, 2017",Drama,27
Split,"January 20, 2017","Thriller, Horror",62
xXx: Return of Xander Cage,"January 20, 2017","Action, Adventure, Thriller",42
The Resurrection of Gavin Stone,"January 20, 2017","Drama, Comedy, Romance, Family",36
Trespass Against Us,"January 20, 2017","Action, Drama, Thriller, Crime",50
Sophie and the Rising Sun,"January 27, 2017",Drama,55
Resident Evil: The Final Chapter,"January 27, 2017","Action, Sci-Fi, Thriller, Horror",49
Lost in Florence,"January 27, 2017","Adventure, Drama, Romance",28
I Am Michael,"January 27, 2017","Biography, Drama",56
iBoy,"January 27, 2017","Action, Sci-Fi, Thriller, Crime",50
The Lord of the Rings: The Return of the King,"December 17, 2003","Action, Adventure, Fantasy",94
The Space Between Us,"February 3, 2017","Adventure, Sci-Fi, Drama, Romance",33
Youth in Oregon,"February 3, 2017","Drama, Comedy",38
I Am Not Your Negro,"December 9, 2016",Documentary,95
Growing Up Smith,"February 3, 2017","Drama, Comedy, Family",0
The LEGO Batman Movie,"February 10, 2017","Action, Adventure, Fantasy, Comedy, Animation, Family",75
Fifty Shades Darker,"February 10, 2017","Drama, Romance",33
John Wick: Chapter 2,"February 10, 2017","Action, Thriller, Crime",75
Bornless Ones,"February 10, 2017",Horror,0
The Great Wall,"February 17, 2017","Action, Adventure, Mystery, Thriller, Fantasy",42
A Cure for Wellness,"February 17, 2017","Sci-Fi, Drama, Mystery, Thriller, Fantasy, Horror",47
Fist Fight,"February 17, 2017",Comedy,37
American Fable,"February 17, 2017",Thriller,55
Lovesong,"February 17, 2017",Drama,74
Get Out,"February 24, 2017","Mystery, Thriller, Horror, Comedy",84
Rock Dog,"February 24, 2017","Adventure, Comedy, Music, Animation, Family",48
Collide,"February 24, 2017","Action, Thriller, Crime",33
The Girl with All the Gifts,"February 24, 2017","Drama, Thriller, Horror",67
Contemporary Color,"March 1, 2017",Documentary,79
Logan,"March 3, 2017","Action, Sci-Fi, Drama, Thriller",77
The Shack,"March 3, 2017","Drama, Fantasy",32
Before I Fall,"March 3, 2017","Drama, Mystery",58
Table 19,"March 3, 2017","Drama, Comedy",40
The Last Word,"March 3, 2017","Drama, Comedy",40
Catfight,"March 3, 2017","Drama, Comedy",66
Donald Cried,"March 3, 2017","Drama, Comedy",72
Kong: Skull Island,"March 10, 2017","Action, Adventure, Sci-Fi, Fantasy",62
Burning Sands,"March 10, 2017",Drama,63
Beauty and the Beast,"March 17, 2017","Fantasy, Romance, Family, Musical",65
The Belko Experiment,"March 17, 2017","Action, Thriller, Horror",44
Song to Song,"March 17, 2017","Drama, Romance, Music",54
Atomica,"March 17, 2017","Sci-Fi, Thriller",33
All Nighter,"March 17, 2017",Comedy,37
Saban's Power Rangers,"March 24, 2017","Action, Adventure, Sci-Fi, Fantasy",44
Life,"March 24, 2017","Sci-Fi, Thriller, Horror",54
CHIPS,"March 24, 2017","Action, Drama, Comedy, Crime",28
Wilson,"March 24, 2017","Drama, Comedy",49
Victoria and Abdul,"September 22, 2017","Biography, Drama, History",58
Walk of Fame,"March 24, 2017",Comedy,0
Ghost in the Shell,"March 31, 2017","Action, Sci-Fi, Drama, Mystery, Thriller, Crime",52
The Boss Baby,"March 31, 2017","Fantasy, Comedy, Animation, Family",50
The Discovery,"March 31, 2017","Sci-Fi, Drama, Mystery, Thriller, Romance",55
Carrie Pilby,"March 31, 2017","Drama, Comedy",52
The Case for Christ,"April 7, 2017",Drama,50
Smurfs: The Lost Village,"April 7, 2017","Adventure, Fantasy, Comedy, Animation, Family",40
Going in Style,"April 7, 2017","Comedy, Crime",50
Colossal,"April 7, 2017","Action, Sci-Fi, Drama, Thriller, Fantasy, Comedy",70
Gifted,"April 7, 2017",Drama,60
Aftermath,"April 7, 2017","Drama, Thriller",44
The Fate of the Furious,"April 14, 2017","Action, Adventure, Thriller, Crime",56
Ruby Sparks,"July 25, 2012","Fantasy, Comedy, Romance",67
The Lost City of Z,"April 14, 2017","Action, Adventure, Biography, Drama, History",78
My Entire High School Sinking Into the Sea,"April 14, 2017","Drama, Comedy, Animation",72
The Outcasts,"April 14, 2017",Comedy,0
Born in China,"April 21, 2017","Adventure, Family, Documentary",57
Unforgettable,"April 21, 2017","Drama, Thriller",45
The Promise,"April 21, 2017","Drama, History",49
The Circle,"April 28, 2017","Sci-Fi, Drama, Thriller",43
How to Be a Latin Lover,"April 28, 2017",Comedy,54
Sleight,"April 28, 2017","Action, Sci-Fi, Drama, Thriller",62
Guardians of the Galaxy Vol. 2,"May 5, 2017","Action, Adventure, Sci-Fi, Comedy",67
The Lovers,"May 5, 2017",Comedy,76
3 Generations,"May 5, 2017","Drama, Comedy",47
King Arthur: Legend of the Sword,"May 12, 2017","Action, Adventure, Drama, Fantasy",41
Snatched,"May 12, 2017","Action, Comedy",45
Lowriders,"May 12, 2017",Drama,57
The Wolf of Wall Street,"December 25, 2013","Biography, Drama, Comedy, Crime",75
Paris Can Wait,"May 12, 2017","Drama, Comedy, Romance",48
Alien: Covenant,"May 19, 2017","Action, Adventure, Sci-Fi, Thriller, Horror",65
Diary of a Wimpy Kid: The Long Haul,"May 19, 2017","Comedy, Family",39
The Theory of Everything,"November 7, 2014","Biography, Drama, Romance",72
Wakefield,"May 19, 2017",Drama,62
Baywatch,"May 25, 2017","Action, Drama, Comedy",37
Pirates of the Caribbean: Dead Men Tell No Tales,"May 26, 2017","Action, Adventure, Fantasy, Comedy",39
Buena Vista Social Club: Adios,"May 26, 2017",Documentary,67
War Machine,"May 26, 2017","Drama, Comedy, War",56
Wonder Woman,"June 2, 2017","Action, Adventure, Sci-Fi, Fantasy, War",76
Captain Underpants: The First Epic Movie,"June 2, 2017","Action, Adventure, Comedy, Animation, Family",69
Dean,"June 2, 2017","Drama, Comedy, Romance",58
The Mummy,"June 9, 2017","Action, Adventure, Thriller, Fantasy, Horror",34
It Comes at Night,"June 9, 2017","Mystery, Horror",78
My Cousin Rachel,"June 9, 2017","Drama, Mystery, Romance",63
Megan Leavey,"June 9, 2017","Biography, Drama, War",66
Beatriz at Dinner,"June 9, 2017","Drama, Comedy",68
Cars 3,"June 16, 2017","Adventure, Sport, Comedy, Animation, Family",59
Rough Night,"June 16, 2017","Drama, Comedy",51
All Eyez on Me,"June 16, 2017","Biography, Drama, Music",38
47 Meters Down,"June 16, 2017","Adventure, Drama, Thriller, Horror",52
The Book of Henry,"June 16, 2017","Drama, Thriller, Crime",31
Transformers: The Last Knight,"June 21, 2017","Action, Adventure, Sci-Fi, Thriller",27
The Beguiled,"June 23, 2017",Drama,77
The Big Sick,"June 23, 2017","Drama, Comedy, Romance",86
The Bad Batch,"June 23, 2017","Sci-Fi, Romance",62
Baby Driver,"June 28, 2017","Action, Thriller, Comedy, Crime, Music",86
Okja,"June 28, 2017","Action, Adventure, Sci-Fi, Drama",75
Despicable Me 3,"June 30, 2017","Action, Adventure, Sci-Fi, Comedy, Animation, Family",49
The Open House,"January 19, 2018","Thriller, Horror",0
The Little Hours,"June 30, 2017","Comedy, Romance",69
Inconceivable,"June 30, 2017","Drama, Thriller",0
A Ghost Story,"July 7, 2017","Drama, Fantasy, Romance",84
Spider-Man: Homecoming,"July 7, 2017","Action, Adventure, Sci-Fi, Fantasy, Family",73
War for the Planet of the Apes,"July 14, 2017","Action, Adventure, Sci-Fi, Drama, Thriller, War",82
Wish Upon,"July 14, 2017","Thriller, Fantasy, Horror",32
Valerian and the City of a Thousand Planets,"July 21, 2017","Action, Adventure, Sci-Fi, Fantasy",51
Girls Trip,"July 21, 2017",Comedy,71
First They Killed My Father,"September 15, 2017","Biography, Drama, History",72
The Emoji Movie,"July 28, 2017","Adventure, Sci-Fi, Comedy, Animation, Family",12
An Inconvenient Sequel: Truth to Power,"July 28, 2017",Documentary,68
Detroit,"July 28, 2017","Drama, History, Thriller, Crime",77
Brigsby Bear,"July 28, 2017","Drama, Comedy",68
Menashe,"July 28, 2017",Drama,81
The Dark Tower,"August 4, 2017","Action, Adventure, Sci-Fi, Fantasy, Horror, Western",34
Kidnap,"August 4, 2017","Action, Drama, Mystery, Thriller",44
Step Sisters,"January 19, 2018",Comedy,0
Wind River,"August 4, 2017","Action, Drama, Mystery, Thriller, Crime",73
Armed Response,"August 4, 2017","Thriller, Horror",13
Annabelle: Creation,"August 11, 2017","Mystery, Thriller, Horror",62
The Glass Castle,"August 11, 2017","Biography, Drama",56
The Nut Job 2: Nutty by Nature,"August 11, 2017","Adventure, Comedy, Animation, Family",36
Good Time,"August 11, 2017","Drama, Thriller, Crime",80
Ingrid Goes West,"August 11, 2017","Drama, Comedy",71
The Only Living Boy in New York,"August 11, 2017",Drama,33
Logan Lucky,"August 18, 2017","Drama, Comedy, Crime",78
Patti Cake$,"August 18, 2017","Drama, Music",67
All Saints,"August 25, 2017",Drama,63
Served Like a Girl,"August 25, 2017",Documentary,85
Beach Rats,"August 25, 2017",Drama,78
Tulip Fever,"September 1, 2017","Drama, Romance",38
Unlocked,"September 1, 2017","Action, Drama, Mystery, Thriller",46
Home Again,"September 8, 2017","Drama, Comedy, Romance",41
The Good Catholic,"September 8, 2017","Drama, Comedy",46
Gun Shy,"September 8, 2017","Action, Adventure, Thriller, Comedy, Crime",21
American Assassin,"September 15, 2017","Action, Thriller",45
mother!,"September 15, 2017","Drama, Mystery, Thriller, Horror",75
Kingsman: The Golden Circle,"September 22, 2017","Action, Adventure, Comedy",44
The LEGO Ninjago Movie,"September 22, 2017","Action, Adventure, Comedy, Animation, Family",55
Stronger,"September 22, 2017","Biography, Drama",76
Battle of the Sexes,"September 22, 2017","Biography, Drama, Sport, Comedy",73
Woodshock,"September 22, 2017","Drama, Thriller",39
Victoria and Abdul,"September 22, 2017","Biography, Drama, History",58
Jeepers Creepers 3,"September 26, 2017","Mystery, Thriller, Horror",0
American Made,"September 29, 2017","Action, Biography, Drama, History, Thriller, Comedy, Crime",65
Flatliners,"September 29, 2017","Sci-Fi, Drama, Thriller, Horror",27
Mark Felt: The Man Who Brought Down the White House,"September 29, 2017","Biography, Drama, History, Thriller",49
Blade Runner 2049,"October 6, 2017","Sci-Fi, Drama, Mystery, Thriller",81
The Mountain Between Us,"October 6, 2017","Action, Adventure, Drama, Thriller, Romance",48
My Little Pony: The Movie,"October 6, 2017","Adventure, Fantasy, Comedy, Animation, Family, Musical",39
The Florida Project,"October 6, 2017",Drama,92
Brawl in Cell Block 99,"October 6, 2017","Action, Drama, Thriller, Crime",79
Happy Death Day,"October 13, 2017","Mystery, Thriller, Horror",57
Marshall,"October 13, 2017","Biography, Drama",66
Don't Breathe,"August 26, 2016","Thriller, Horror, Crime",71
Goodbye Christopher Robin,"October 13, 2017","Biography, History, Family",54
Professor Marston & the Wonder Women,"October 13, 2017","Biography, Drama",68
Blood Money,"October 13, 2017",Thriller,42
Geostorm,"October 20, 2017","Action, Sci-Fi, Thriller",21
Only the Brave,"October 20, 2017","Biography, Drama",72
Tyler Perry's Boo 2! A Madea Halloween,"October 20, 2017","Horror, Comedy",17
Same Kind of Different as Me,"October 20, 2017",Drama,49
Leatherface,"October 20, 2017","Thriller, Horror",40
Wonderstruck,"October 20, 2017","Drama, Mystery, Family",71
The Killing of a Sacred Deer,"October 20, 2017","Drama, Mystery, Thriller, Horror",73
Thank You for Your Service,"October 27, 2017","Biography, Drama, War",68
Suburbicon,"October 27, 2017","Drama, Mystery, Thriller, Comedy, Crime",42
Jigsaw,"October 27, 2017","Mystery, Thriller, Horror, Crime",39
Novitiate,"October 27, 2017",Drama,73
All I See Is You,"October 27, 2017","Drama, Mystery",43
Amityville: The Awakening,"October 28, 2017","Thriller, Horror",42
Thor: Ragnarok,"November 3, 2017","Action, Adventure, Sci-Fi, Drama, Fantasy, Comedy",74
A Bad Moms Christmas,"November 1, 2017","Action, Adventure, Comedy",42
Last Flag Flying,"November 3, 2017","Drama, Comedy, War",65
Lady Bird,"November 3, 2017","Drama, Comedy",94
Murder on the Orient Express,"November 10, 2017","Drama, Mystery, Crime",52
"Three Billboards Outside Ebbing, Missouri","November 10, 2017","Drama, Comedy, Crime",88
Mayhem,"November 10, 2017","Action, Horror",62
Justice League,"November 17, 2017","Action, Adventure, Sci-Fi, Fantasy",45
Star Wars: Episode VIII - The Last Jedi,"December 15, 2017","Action, Adventure, Sci-Fi, Fantasy",85
Wonder,"November 17, 2017","Drama, Family",66
Cook Off!,"November 17, 2017",Comedy,0
Mr. Roosevelt,"October 27, 2017",Comedy,73
"Roman J. Israel, Esq.","November 17, 2017","Drama, Crime",58
Coco,"November 22, 2017","Adventure, Mystery, Fantasy, Horror, Comedy, Music, Animation, Family, Musical",81
Darkest Hour,"November 22, 2017","Biography, Drama, History, War",75
The Man Who Invented Christmas,"November 22, 2017","Biography, Drama, Comedy",60
Call Me by Your Name,"November 24, 2017","Drama, Romance",93
The Disaster Artist,"December 1, 2017","Biography, Drama, History, Comedy",76
The Shape of Water,"December 1, 2017","Adventure, Drama, Thriller, Fantasy, Horror, Romance, War",87
Wonder Wheel,"December 1, 2017",Drama,45
"I, Tonya","December 8, 2017","Biography, Drama, Sport, Comedy",77
Just Getting Started,"December 8, 2017","Action, Comedy",21
Star Wars: Episode VIII - The Last Jedi,"December 15, 2017","Action, Adventure, Sci-Fi, Fantasy",85
Ferdinand,"December 15, 2017","Adventure, Fantasy, Comedy, Animation, Family",58
Beyond Skyline,"December 15, 2017","Action, Adventure, Sci-Fi, Thriller, Horror",46
Jumanji: Welcome to the Jungle,"December 20, 2017","Action, Adventure, Fantasy, Comedy, Family",58
The Greatest Showman,"December 20, 2017","Biography, Drama, Romance, Musical",48
Pitch Perfect 3,"December 22, 2017","Comedy, Music",40
Downsizing,"December 22, 2017","Sci-Fi, Drama, Comedy",63
Father Figures,"December 22, 2017",Comedy,22
The Post,"December 22, 2017","Biography, Drama, History, Thriller",83
Bright,"December 22, 2017","Action, Sci-Fi, Thriller, Fantasy, Crime",29
Crooked House,"December 22, 2017","Drama, Mystery, Crime",59
Hostiles,"December 22, 2017","Adventure, Drama, Western",65
All the Money in the World,"December 25, 2017","Biography, Drama, History, Mystery, Thriller, Crime",72
Phantom Thread,"December 25, 2017","Drama, Romance, Crime",90
