Name,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua & Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Republic of the Congo,Democratic Republic of the Congo,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Côte d’Ivoire,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Guinea,Eritrea,Estonia,Ethiopia,Falkland Islands,Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French Southern Territories,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea Bissau,Guinea-Bissau,Guyana,Haiti,Heard & McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Rwanda,Réunion,Samoa,San Marino,Saudi Arabia,Senegal,Republic of Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia & South Sandwich Islands,South Korea,South Sudan,Spain,Sri Lanka,St. Barthélemy,St. Helena,St. Kitts & Nevis,St. Lucia,St. Martin,St. Pierre & Miquelon,St. Vincent & Grenadines,Sudan,Suriname,Svalbard & Jan Mayen,Swaziland,Sweden,Switzerland,Syria,São Tomé & Príncipe,Taiwan,Tajikistan,United Republic of Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad & Tobago,Tunisia,Turkey,Turkmenistan,Turks & Caicos Islands,Tuvalu,U.S. Outlying Islands,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,England,USA,Uruguay,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,Somalila
Everly,0,0,0,0,0,0,0,0,0,5,0,0,16,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,100,4,0,0,0,0,17,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,6,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,7,2,0,18,0,4,4,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,16,0,0,0,0,11,0,7,0,0,0,0,0,4,20,0,5,5,0,0,5,1,0,0,0,0,2,0,7,0,0,14,0,5,0,0,0,9,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,7,18,18,0,0,0,0,2,1,0,0,0,0,0,0,0
Focus,0,0,28,0,0,0,0,0,0,31,0,0,36,36,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,20,0,0,0,39,0,0,0,0,33,0,0,0,0,0,11,6,0,0,6,0,0,0,0,0,25,0,0,0,43,0,26,0,0,0,0,6,0,0,0,0,0,0,0,0,32,17,0,0,0,0,0,0,100,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,22,35,0,13,9,0,0,52,0,11,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,20,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,15,0,0,0,0,0,34,0,28,0,0,24,0,0,0,0,24,0,10,0,0,0,0,0,6,24,0,52,27,0,0,62,13,0,0,0,0,5,0,22,0,0,30,0,40,24,0,0,46,0,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,26,33,0,0,27,0,0,13,0,0,0,0,0,0,34,0,0,0,0,0,0,8,20,55,37,0,0,0,0,8,12,0,0,0,0,0,0,0
The Lazarus Effect,0,0,17,0,0,0,0,0,0,17,0,0,34,11,0,0,0,33,0,0,10,0,0,0,0,0,36,0,0,5,0,0,0,13,0,0,0,0,43,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,34,0,0,0,13,0,16,0,0,0,0,26,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,10,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,25,20,0,17,29,19,0,26,0,11,48,91,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,17,0,44,0,0,19,0,0,0,0,21,0,39,0,0,0,0,0,5,91,0,14,15,74,0,63,2,0,0,0,0,17,0,46,0,0,53,0,0,0,0,0,67,0,8,0,9,31,0,0,0,0,0,0,0,0,0,0,0,17,9,0,0,9,0,0,15,0,0,0,0,100,0,6,0,0,0,0,0,0,0,39,26,72,0,0,0,0,8,6,0,0,0,0,0,0,0
Maps to the Stars,0,0,19,0,0,0,0,0,0,17,0,0,36,41,0,0,0,26,0,0,28,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,40,0,0,0,0,0,15,0,0,0,12,0,0,0,0,0,38,0,0,0,22,0,22,0,0,0,0,28,0,0,0,0,0,0,0,0,28,52,0,0,0,0,0,0,22,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,18,29,0,10,11,18,0,40,0,14,100,0,2,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,22,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,21,0,0,0,0,0,25,0,35,0,0,0,0,0,0,0,13,0,17,0,0,0,0,0,4,20,0,12,20,0,0,61,4,0,0,0,0,14,0,40,0,0,21,0,17,39,0,0,31,0,13,0,35,0,0,0,0,0,0,0,0,0,0,0,0,18,28,0,0,13,0,0,8,0,0,0,0,0,23,12,0,0,0,0,0,0,0,20,35,18,0,0,0,0,6,3,0,0,0,0,0,0,0
Out of the Dark,0,0,0,0,0,0,0,0,0,6,0,0,20,31,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,21,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,12,0,0,0,20,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,19,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,6,10,4,0,18,0,7,4,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,22,0,0,17,0,0,0,0,10,0,10,0,0,0,0,0,3,100,0,10,7,0,0,12,4,0,0,0,0,8,0,13,0,0,28,0,13,0,0,0,21,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,3,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22,19,28,0,0,0,0,0,5,0,0,0,0,0,0,0
Bad Asses on the Bayou,0,0,60,0,0,0,0,0,0,13,0,0,15,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,43,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,43,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,5,0,7,7,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,53,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0
Chappie,0,0,17,0,0,0,0,0,0,49,0,0,73,27,0,0,0,40,0,0,33,0,0,0,0,68,0,0,0,33,0,0,0,20,0,0,0,0,59,0,0,0,0,0,82,0,0,0,43,0,0,0,0,45,48,0,0,0,54,0,30,0,0,40,69,19,0,0,0,0,0,0,0,0,25,51,0,0,0,0,0,0,26,0,0,26,0,0,0,0,50,0,0,0,0,0,0,0,44,57,0,29,41,21,0,56,0,19,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,84,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,16,0,0,0,0,0,34,0,90,0,0,23,0,0,0,0,42,0,38,0,0,0,0,0,59,79,0,76,28,71,0,49,7,0,0,0,0,15,0,42,0,0,74,0,40,0,0,0,100,0,22,0,38,54,0,0,0,0,0,0,0,0,0,0,0,41,29,0,0,23,0,0,45,0,0,0,0,0,0,46,0,0,0,0,0,0,7,38,66,48,51,0,0,0,41,23,0,0,0,0,0,0,0
Road Hard,0,0,0,0,0,0,0,0,0,9,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,6,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,53,0,0,0,0,0,0,0,0,0,0,0,0,0
The Second Best Exotic Marigold Hotel,0,0,0,0,0,0,0,0,0,8,0,0,83,7,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,57,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,42,0,0,94,0,0,50,0,0,0,0,12,0,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,28,17,0,29,10,8,0,91,0,13,4,0,1,0,0,0,28,0,0,42,0,0,53,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,45,0,100,0,0,0,0,0,0,0,46,0,36,0,0,0,0,0,0,38,0,8,18,38,47,24,4,0,0,0,0,18,0,51,0,0,46,0,0,25,0,0,60,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,27,0,0,12,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,57,78,51,0,0,0,0,0,4,0,0,0,0,0,0,0
Unfinished Business,0,0,0,0,0,0,0,0,0,8,0,0,70,13,0,0,0,15,0,0,23,0,0,0,0,0,25,0,0,5,0,0,0,9,0,0,0,0,55,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,32,0,0,0,20,0,23,0,0,0,0,8,0,0,0,0,0,0,0,0,24,7,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0,11,8,6,0,60,0,14,6,0,2,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,18,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,20,0,72,0,0,19,0,0,0,0,26,0,21,0,0,0,0,0,5,61,0,14,15,34,0,28,5,0,0,0,0,10,0,26,0,0,53,0,14,27,0,0,61,0,8,0,6,24,0,0,0,0,0,0,0,0,0,0,0,25,11,0,0,6,0,0,8,0,0,0,0,100,0,4,0,0,0,0,0,0,5,27,39,51,0,0,0,0,0,2,0,0,0,0,0,0,0
Cinderella,0,0,10,0,0,0,0,0,0,9,0,0,42,21,0,0,0,26,0,0,13,0,0,0,0,0,0,0,0,6,0,0,0,17,0,0,0,0,36,0,0,0,0,0,13,3,0,0,10,0,0,0,0,0,15,0,0,0,9,0,13,0,0,0,13,19,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,19,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,28,12,0,23,59,11,0,35,0,13,14,0,4,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,12,0,0,0,0,0,21,0,37,0,0,23,0,0,0,0,25,0,87,0,0,0,0,0,15,100,0,7,11,45,45,24,3,0,0,0,0,21,0,22,0,0,58,0,0,0,0,0,31,0,10,0,9,62,0,0,0,0,0,0,0,0,0,0,0,50,15,0,0,7,0,0,32,0,0,0,0,0,23,10,0,0,0,0,0,0,3,45,40,43,0,0,0,0,6,14,0,0,0,0,0,0,0
The Cobbler,0,0,0,0,0,0,0,0,0,20,0,0,85,9,0,0,0,30,0,0,22,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,78,0,0,0,0,0,20,0,0,0,14,0,0,0,0,0,42,0,0,0,17,0,34,0,0,0,0,21,0,0,0,0,0,0,0,0,19,17,0,0,0,0,0,0,7,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,34,38,0,21,23,16,0,92,0,31,11,0,2,0,47,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,16,0,0,0,0,0,23,0,86,0,0,45,0,0,0,0,29,0,43,0,0,0,0,0,10,100,0,20,20,0,72,66,4,0,0,0,0,44,0,49,0,0,68,0,0,0,0,0,74,0,18,0,8,44,0,0,0,0,0,0,0,0,0,0,0,38,12,0,0,12,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,89,80,88,0,0,0,0,10,9,0,0,0,0,0,0,0
Cymbeline,0,0,0,0,0,0,0,0,0,3,0,0,8,7,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,0,0,27,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,11,57,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,9,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,8,0,77,6,0,0,5,2,0,51,0,0,0,0,0,0,0,7,0,8,0,0,0,6,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Sweet Hell,0,65,13,0,0,0,0,0,0,13,0,0,29,13,0,0,0,24,0,0,15,0,0,0,0,0,54,0,0,5,0,0,0,13,0,0,0,0,28,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,59,0,0,51,16,0,23,0,0,21,0,19,0,0,0,27,0,0,0,0,17,10,0,0,0,0,0,0,11,45,0,23,0,0,0,0,0,0,0,0,0,0,0,0,12,30,0,14,25,11,0,18,0,24,28,0,1,0,28,0,36,0,0,35,0,0,24,0,0,0,0,0,16,0,0,100,0,0,32,0,0,80,0,0,0,0,0,9,0,0,0,0,0,0,20,0,0,0,0,54,14,0,28,0,0,29,0,0,0,0,25,0,36,0,0,0,0,0,5,44,0,14,13,27,36,57,4,0,0,0,0,20,0,45,0,0,22,0,17,30,0,0,83,0,6,0,4,42,0,0,0,0,0,0,0,0,0,0,0,22,14,0,0,17,0,0,10,0,0,0,0,100,35,7,0,0,0,0,0,0,4,37,16,21,0,0,0,0,8,7,0,0,0,0,0,0,0
It Follows,0,0,0,0,0,0,0,0,0,24,0,0,72,29,0,0,0,37,0,0,29,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,78,0,0,0,0,0,18,0,0,0,13,0,0,0,0,0,56,0,0,0,20,0,66,0,0,0,0,22,0,0,0,0,0,0,0,0,38,37,0,0,0,0,0,0,26,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,33,27,0,41,15,24,0,90,0,20,33,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,17,0,0,0,0,0,30,0,85,0,0,0,0,0,0,0,81,0,48,0,0,0,0,0,12,78,0,21,20,0,0,27,14,0,0,0,0,28,0,42,0,0,50,0,23,0,0,0,42,0,22,0,33,0,0,0,0,0,0,0,0,0,0,0,0,49,23,0,0,13,0,0,27,0,0,0,0,0,0,11,0,0,0,0,0,0,7,46,74,100,0,0,0,0,0,11,0,0,0,0,0,0,0
Muck,0,0,0,0,0,0,0,0,0,2,0,0,32,37,45,0,0,0,0,0,9,0,0,0,0,0,0,0,0,21,0,0,0,9,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,20,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,34,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,3,0,0,100,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,28,0,0,0,0,0,0,0,20,0,13,0,0,0,0,0,0,9,0,3,0,0,0,6,2,0,0,0,0,0,0,0,0,0,12,0,15,94,0,0,12,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,17,47,0,0,0,0,0,2,0,0,0,0,0,0,79,0,0,0,0,0,0,0,8,51,43,0,0,0,0,0,2,0,0,0,0,0,0,0
Run All Night,0,0,25,0,0,0,0,0,0,13,0,0,46,23,0,0,0,31,0,0,14,0,0,0,0,0,47,0,0,4,0,0,0,11,0,0,0,0,36,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,42,0,0,54,10,0,23,0,0,24,0,31,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,24,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,26,20,0,22,27,28,16,54,0,20,20,77,2,0,47,0,40,0,0,67,0,0,0,52,0,0,0,0,17,0,0,61,0,0,44,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,30,0,0,0,0,0,22,0,54,0,0,21,0,0,0,0,31,0,55,0,0,0,0,0,4,78,0,13,15,40,60,66,3,0,0,0,0,50,0,45,0,0,53,0,13,20,0,0,58,0,15,0,5,42,0,0,0,0,0,0,0,0,0,0,0,39,20,0,0,13,0,0,31,0,0,0,0,100,23,7,0,0,0,0,0,0,0,63,37,34,0,0,0,0,6,7,0,0,0,0,0,0,0
Danny Collins,0,0,0,0,0,0,0,0,0,27,0,0,33,8,0,0,0,15,0,0,14,0,0,0,0,0,25,0,0,9,0,0,0,16,0,0,0,0,53,0,0,0,0,0,16,0,0,0,14,0,0,0,0,0,56,0,0,0,15,0,8,0,0,0,10,9,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,35,63,0,12,13,22,0,83,0,17,15,0,1,0,0,0,22,0,0,0,0,0,0,37,0,0,0,0,25,0,0,0,0,0,30,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,17,0,37,0,0,17,0,0,0,0,17,0,17,0,0,0,0,0,10,26,0,23,18,43,0,48,3,0,0,0,0,11,0,29,0,0,27,0,26,100,0,0,43,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,0,9,0,0,14,0,0,0,0,0,0,16,0,0,0,0,0,0,5,33,63,34,29,0,0,0,6,6,0,0,0,0,0,0,0
The Divergent Series: Insurgent,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,33,24,0,0,50,0,0,100,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,70,0,0,0,0,0,51,0,0,0,0,0,38,0,0,0,0,58,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,26,38,0,0,0,0,0,0,0,0,0,0,0,0,0
Do You Believe,0,0,0,0,0,0,0,0,0,10,0,0,38,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,41,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,6,0,24,0,0,8,0,3,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,33,0,0,44,0,0,0,0,0,0,16,0,0,0,0,0,7,100,0,9,14,58,0,15,7,0,0,0,0,10,0,13,0,0,32,0,0,0,0,0,55,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,7,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,34,28,62,0,0,0,0,5,0,0,0,0,0,0,0,0
The Gunman,0,0,12,0,0,0,0,0,0,15,0,0,55,16,0,0,0,21,0,0,14,0,0,0,0,0,35,0,0,4,0,0,0,55,0,0,0,0,43,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,30,0,0,45,11,0,20,0,0,0,0,12,0,0,0,0,0,0,0,0,25,10,0,0,0,0,0,0,17,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,14,23,0,13,17,16,0,64,0,18,24,100,2,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,27,0,63,0,0,30,0,0,0,0,26,0,30,0,0,0,0,0,6,46,0,9,14,41,0,34,2,0,0,0,0,16,0,36,0,0,39,0,0,22,0,0,49,0,11,0,9,33,0,0,0,0,0,0,0,0,0,0,0,26,17,0,0,11,0,0,12,0,0,0,0,94,0,10,0,0,0,0,0,0,3,37,41,48,0,0,0,0,5,6,0,0,0,0,0,0,0
Tracers,0,0,37,0,0,0,0,0,0,16,0,0,38,17,0,0,0,21,0,0,29,0,0,0,0,0,73,0,0,15,0,0,0,21,0,0,0,0,44,0,0,0,0,0,17,4,0,0,13,0,0,0,0,0,34,0,0,0,20,0,23,0,0,23,23,30,0,0,0,0,0,0,0,0,20,33,0,0,0,0,0,0,16,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,18,20,0,21,24,30,0,27,0,18,22,0,2,0,24,0,33,0,0,39,0,0,0,43,0,0,0,0,29,0,0,0,0,0,37,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,43,0,0,0,0,0,26,0,42,0,0,35,0,0,0,0,24,0,43,0,0,0,0,0,10,55,0,20,33,36,0,39,5,0,90,0,0,28,0,45,0,0,39,0,34,0,0,0,100,0,11,0,31,48,0,0,0,0,0,0,0,0,0,0,0,27,21,0,0,8,0,0,26,0,0,0,0,0,27,14,0,0,0,0,0,0,5,40,31,41,29,0,0,0,11,5,0,0,0,0,0,0,0
The Walking Deceased,0,0,0,0,0,0,0,0,0,6,0,0,10,4,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,100,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,10,0,4,0,0,0,5,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,4,10,7,0,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,5,51,0,5,4,0,0,4,0,0,0,0,0,3,0,6,0,0,7,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,7,8,0,0,0,0,0,4,0,0,0,0,0,0,0
Get Hard,0,0,6,0,0,0,0,0,0,2,0,0,31,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,3,3,0,31,0,6,2,100,1,0,0,0,29,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,8,0,29,0,0,25,0,0,0,0,12,0,12,0,0,0,0,0,0,17,0,2,4,0,0,8,1,0,0,0,0,6,0,8,0,0,22,0,0,0,0,0,45,0,4,0,2,16,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,3,0,0,0,0,82,0,1,0,0,0,0,0,0,0,16,26,46,0,0,0,0,0,2,0,0,0,0,0,0,0
