Name,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua & Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia & Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Congo - Brazzaville,Congo - Kinshasa,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d’Ivoire,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Falkland Islands (Islas Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French Southern Territories,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard & McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau,Macedonia (FYROM),Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar (Burma),Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Rwanda,Réunion,Samoa,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia & South Sandwich Islands,South Korea,South Sudan,Spain,Sri Lanka,St. Barthélemy,St. Helena,St. Kitts & Nevis,St. Lucia,St. Martin,St. Pierre & Miquelon,St. Vincent & Grenadines,Sudan,Suriname,Svalbard & Jan Mayen,Swaziland,Sweden,Switzerland,Syria,São Tomé & Príncipe,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad & Tobago,Tunisia,Turkey,Turkmenistan,Turks & Caicos Islands,Tuvalu,U.S. Outlying Islands,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,The 40-Year-Old Virgin,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands
August Rush,0,0,29,0,0,0,0,0,0,42,52,0,21,6,0,0,0,19,0,0,18,0,0,0,0,31,0,0,0,8,0,0,0,15,0,0,0,0,36,0,0,0,0,0,87,8,0,0,39,0,0,0,0,39,18,0,0,0,11,0,9,0,0,34,50,18,36,0,0,0,0,0,0,0,5,15,0,0,0,0,0,100,6,0,0,16,0,0,0,0,61,0,0,0,0,0,0,0,15,14,0,14,22,7,0,21,0,11,20,0,2,0,20,0,0,0,0,0,0,0,58,44,0,0,0,0,46,0,0,0,0,0,12,0,0,0,0,0,0,0,0,60,0,42,0,0,0,0,39,0,0,0,0,0,18,0,29,0,0,23,0,0,0,0,12,0,11,0,0,38,0,39,48,68,0,26,31,60,0,53,3,0,0,0,0,10,0,15,0,0,20,0,18,18,0,0,57,0,14,0,14,30,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,11,0,0,5,0,0,0,0,0,42,22,0,0,0,0,0,0,4,22,13,32,29,29,0,0,0,34,4,0,0,0,0,0,0
Autism: The Musical,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Awake,0,0,12,0,0,0,0,0,0,16,0,0,66,16,0,0,0,23,0,0,19,0,0,0,0,22,0,0,0,21,0,0,0,26,0,0,0,0,65,0,0,0,0,0,21,5,0,0,12,0,0,0,0,30,24,0,0,0,17,0,18,0,0,0,17,17,0,0,0,0,0,0,0,0,19,14,0,0,0,0,0,0,15,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,30,18,0,23,50,12,0,55,0,17,21,0,11,0,0,0,35,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,15,0,0,0,0,0,21,0,59,0,0,36,0,0,0,0,28,0,30,0,0,0,0,0,14,100,0,18,22,49,0,28,14,0,0,0,0,19,0,20,0,0,74,0,16,0,0,0,57,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,22,15,0,0,14,0,0,19,0,0,0,0,0,0,12,0,0,0,0,0,0,16,44,52,67,0,0,0,0,0,12,10,0,0,0,0,0,0
Balls of Fury,0,0,0,0,0,0,0,0,0,10,0,0,60,19,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,81,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,29,0,0,0,11,0,29,0,0,0,0,12,0,0,0,55,0,0,0,0,34,9,0,0,0,0,0,0,18,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,14,16,0,0,49,0,15,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,16,0,58,0,0,0,0,0,0,0,32,0,12,0,0,0,0,0,0,59,0,12,31,75,0,27,0,0,0,0,0,9,0,26,0,0,100,0,14,35,0,0,46,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,44,16,0,0,9,0,0,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,36,52,79,0,0,0,0,0,0,4,0,0,0,0,0,0
Because I Said So,0,0,19,0,0,0,0,0,0,13,0,0,93,26,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,7,0,0,0,23,0,0,0,0,93,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,43,0,0,81,30,0,81,0,0,0,0,31,0,0,0,83,0,0,0,0,36,17,0,0,0,0,0,0,13,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,36,47,0,23,0,0,0,77,0,44,9,0,2,0,33,0,0,0,0,45,0,0,80,0,0,0,0,0,55,0,0,0,0,0,24,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,28,0,0,0,0,0,57,0,60,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,53,0,27,38,94,0,79,0,0,0,0,0,25,0,67,0,0,34,0,32,69,0,0,97,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,43,46,0,0,11,0,0,10,0,0,0,0,0,42,9,0,0,0,0,0,0,0,41,47,100,0,0,0,0,0,9,0,0,0,0,0,0,0
Bee Movie,0,0,0,0,0,0,0,0,0,20,0,0,56,13,0,0,0,24,0,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,51,0,0,0,0,0,23,0,0,0,13,0,0,0,0,0,17,0,0,0,0,0,21,0,0,0,17,30,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,44,36,6,0,47,0,18,14,0,1,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,11,0,0,0,0,0,20,0,56,0,0,26,0,0,0,0,17,0,70,0,0,0,0,0,14,47,0,7,19,53,100,18,3,0,0,0,0,27,0,12,0,0,41,0,0,0,0,0,42,0,0,0,15,40,0,0,0,0,0,0,0,0,0,0,0,25,12,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,4,94,40,62,0,0,0,0,0,13,4,0,0,0,0,0,0
Before the Devil Knows You're Dead,0,0,0,0,0,0,0,0,0,68,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,78,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,95,0,0,0,0,0,0,0,0,0,0,0,0,0
Believe,0,0,0,0,0,0,0,0,0,15,0,0,37,11,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,15,0,0,0,18,0,0,0,0,37,0,0,0,0,0,15,11,0,0,9,0,0,0,0,20,15,0,0,0,13,0,16,0,0,19,11,9,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,10,72,0,14,0,0,0,0,0,0,0,0,0,0,0,0,27,12,0,13,30,5,0,27,0,12,13,82,8,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,9,0,0,0,0,0,14,0,34,0,0,53,0,0,0,0,19,0,15,0,0,0,0,0,10,100,0,12,16,0,0,13,9,0,0,0,0,9,0,12,0,0,41,0,12,0,0,0,56,0,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,15,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,0,8,27,29,52,0,0,0,0,0,9,13,0,0,0,0,0,0
Beowulf,0,0,9,0,0,0,0,0,0,13,0,0,17,12,0,0,0,22,0,0,14,0,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,27,0,0,0,0,0,15,5,0,0,11,0,0,0,0,0,16,0,0,0,26,0,21,0,0,0,0,11,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,7,5,6,0,21,0,7,20,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,21,0,0,0,0,24,0,12,0,0,0,0,0,8,100,0,18,12,29,0,19,3,0,0,0,0,6,0,21,0,0,15,0,17,0,0,0,10,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,29,12,0,0,6,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,4,15,28,55,0,0,0,0,0,6,4,0,0,0,0,0,0
Beyond Belief,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Stan,0,0,18,0,0,0,0,0,0,12,0,0,54,20,23,0,0,0,0,0,21,0,0,0,0,0,49,0,0,21,0,0,0,53,0,0,0,0,24,0,0,0,0,0,15,2,0,0,7,0,0,0,0,0,35,0,0,0,22,0,39,0,0,0,0,18,0,0,0,60,0,0,0,0,29,10,0,0,0,0,0,100,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,14,23,0,9,13,15,18,21,0,20,7,0,1,0,33,0,0,0,0,31,0,0,45,0,0,0,0,0,41,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,22,0,0,0,0,0,19,0,41,0,0,10,0,0,0,0,47,0,10,0,0,0,0,0,12,38,0,20,17,0,0,93,3,0,0,0,0,22,0,39,0,0,31,0,21,24,0,0,24,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,35,15,0,0,7,0,0,31,0,0,0,0,0,32,18,0,0,0,0,0,0,3,21,27,19,0,0,0,0,0,8,8,0,0,0,0,0,0
Blades of Glory,0,0,0,0,0,0,0,0,0,11,0,0,100,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,79,0,0,0,0,0,9,3,0,0,4,0,0,0,0,0,23,0,0,0,10,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18,11,0,6,4,0,0,96,0,11,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,0,80,0,0,0,0,0,0,0,44,0,9,0,0,0,0,0,0,48,0,9,11,45,0,13,0,0,0,0,0,0,0,15,0,0,36,0,0,27,0,0,26,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,46,10,0,0,7,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19,72,75,0,0,0,0,0,0,4,0,0,0,0,0,0
Blonde Ambition,0,0,31,0,0,0,0,0,0,10,0,0,53,0,0,0,0,0,0,0,43,0,0,0,0,0,40,0,0,6,0,0,0,16,0,0,0,0,37,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,17,0,0,0,0,27,0,0,0,0,0,0,0,0,39,29,0,0,0,0,0,0,10,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,25,27,0,18,36,0,0,0,0,0,0,0,0,39,0,0,0,36,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,57,0,0,0,0,0,21,0,100,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,20,0,11,21,0,0,45,4,0,0,0,0,28,0,32,0,0,31,0,14,31,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,26,21,0,0,0,0,0,0,0,0,0,0,0,63,11,0,0,0,0,0,0,0,32,36,45,0,0,0,0,0,0,0,0,0,0,0,0,0
The Blue Hour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,69,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue State,0,0,0,0,0,0,0,0,0,4,0,0,38,18,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,53,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,34,23,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,10,0,0,0,33,0,11,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,24,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,10,0,10,17,0,0,26,11,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,35,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,42,24,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,16,0,19,100,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bourne Ultimatum,0,0,46,0,0,0,0,0,0,13,0,0,56,13,0,0,0,50,0,0,53,0,0,0,0,0,0,0,0,3,0,0,0,24,0,0,0,0,53,0,0,0,0,0,20,11,0,0,7,0,0,0,0,0,42,0,0,0,23,0,58,0,0,0,0,47,0,0,0,0,0,0,0,0,32,15,0,0,0,0,0,0,11,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,34,21,0,44,27,26,20,68,0,44,63,0,3,0,46,0,0,0,0,59,0,0,0,50,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,67,0,0,0,0,0,62,0,66,0,0,0,0,0,0,0,57,0,100,0,0,0,0,0,0,37,0,11,31,0,0,66,0,0,0,0,0,46,0,64,0,0,42,0,20,42,0,0,25,0,17,0,11,0,0,0,0,0,0,0,0,0,0,0,0,59,31,0,0,18,0,0,67,0,0,0,0,0,49,28,0,0,0,0,0,0,0,56,57,37,0,0,0,0,0,10,18,0,0,0,0,0,0
Bratz: The Movie,0,0,9,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,16,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,100,0,28,5,0,0,0,21,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,35,0,73,0,0,0,0,0,0,0,42,0,33,0,0,0,0,0,0,58,0,5,12,0,0,23,0,0,0,0,0,19,0,0,0,0,30,0,0,0,0,0,40,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,80,82,44,0,0,0,0,0,0,0,0,0,0,0,0,0
The Brave One,0,0,18,0,0,0,0,0,0,12,0,0,42,8,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,57,0,0,0,0,0,19,10,0,0,6,0,0,0,0,0,26,0,0,0,17,0,47,0,0,0,0,25,0,0,0,0,0,0,0,0,21,13,0,0,0,0,0,0,11,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,34,35,0,12,21,12,0,53,0,24,8,0,4,0,36,0,0,0,0,48,0,0,0,44,0,0,0,0,25,0,0,0,0,0,24,0,0,100,0,0,0,0,0,11,0,0,0,0,0,0,28,0,0,0,0,0,47,0,63,0,0,0,0,0,0,0,54,0,16,0,0,0,0,0,0,53,0,18,33,36,64,40,0,0,0,0,0,27,0,25,0,0,50,0,21,28,0,0,37,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,33,20,0,0,13,0,0,15,0,0,0,0,0,27,10,0,0,0,0,0,0,0,43,41,41,0,0,0,0,0,8,6,0,0,0,0,0,0
Breach,0,0,0,0,0,0,0,0,0,5,0,0,100,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,57,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,0,0,0,0,0,9,69,0,9,0,0,0,0,0,0,0,0,0,0,0,0,65,11,0,35,4,0,0,64,0,12,8,0,7,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,77,0,0,47,0,0,0,0,17,0,26,0,0,0,0,0,0,42,0,11,10,0,0,10,14,0,0,0,0,7,0,0,0,0,97,0,0,0,0,0,54,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,13,0,0,9,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,8,33,86,77,0,0,0,0,0,0,3,0,0,0,0,0,0
Bridge to Terabithia,0,0,21,0,0,0,0,0,0,5,0,0,100,5,0,0,0,23,0,0,17,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,58,0,0,0,0,0,7,5,0,0,5,0,0,0,0,0,19,0,0,0,10,0,12,0,0,0,0,33,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,27,11,0,15,21,8,14,47,0,13,2,0,1,0,30,0,0,0,0,43,0,0,0,0,0,0,0,0,16,0,0,0,0,0,28,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15,0,0,0,0,0,18,0,94,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,100,0,5,10,75,44,16,2,0,0,0,0,22,0,16,0,0,55,0,0,0,0,0,23,0,11,0,4,37,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,11,0,0,18,0,0,0,0,0,22,4,0,0,0,0,0,0,0,40,41,59,0,0,0,0,0,0,5,0,0,0,0,0,0
Broken English,0,0,3,0,0,0,0,0,0,1,0,0,9,0,0,0,0,49,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,9,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,60,0,2,0,0,0,4,0,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,16,0,0,0,3,64,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,100,0,19,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn Rules,0,0,0,0,0,0,0,0,0,6,0,0,35,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,39,10,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,5,0,0,0,100,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,47,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,20,0,0,0,32,0,0,0,0,0,8,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,54,86,0,0,0,0,0,0,0,0,0,0,0,0,0
Brotherhood of Blood,0,0,0,0,0,0,0,0,0,0,0,0,68,49,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,80,0,0,0,0,0,0,0,0,0,0,0,0,0
The Brothers Solomon,0,0,0,0,0,0,0,0,0,9,0,0,56,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0,0,0,0,0,9,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,8,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,33,0,18,20,0,0,75,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,80,0,0,0,0,0,0,4,0,0,0,0,0,0
