	title	year	rated	min_age	runtime(min)	genres	director	actors	plot	languages	country	awards	imdbRating	rottenTomatoesRating	metacriticRating	boxoffice	production	ReleaseDate	YearReleased	MonthReleased	viewCount	commentCount	likeCount	dislikeCount	Production Budget	Domestic Total Gross	Distributor	polarity	subjectivity	polarity_confidence	subjectivity_confidence
175	Youth Without Youth	2007	R	17	124	Drama; Fantasy; Mystery	Francis Ford Coppola	Tim Roth; Alexandra Maria Lara; Bruno Ganz; André Hennicke	Christmas Eve 1937 Piatra Neamt Romania: Dominic Matei a 70-year-old professor contemplates suicide The love of his life is dead and he remains unable to complete his lifes work on the origins of language On April 24th 1938 Easter Sunday he takes a train to Bucharest to kill himself but suddenly hes struck by lightning After a slow recovery he miraculously grows younger and gains superhuman powers WWII breaks out and Romanias fascist dictator Ion Antonescu cooperates with Adolf Hitler Matei must escape to Switzerland because Nazi scientists want to use his powersSome years later he meets a woman who has her own passage through a lightning storm Not only does Dominic find love again but her new abilities hold the key to his researchCoppolas adaptation of Mircea Eliades surreal novella is a mysterious romantic melancholic and humorous journey to the outer limits of space time and identity Dreams become reality and reality feels like a dream	English; Sanskrit; German; French; Italian; Russian; Romanian; Mandarin; Latin; Armenian	USA; Romania; France; Italy; Germany	1 win & 1 nomination	6.3	31.0	43	200000.0	Sony Pictures Classics	14-Dec-07	2007	12	142201.0	13.0	179.0	11.0	5000000	244397	Sony Classics	negative	subjective	0.591768146	1.0
176	Wilson	2017	R	17	94	Comedy; Drama	Craig Johnson	Woody Harrelson; Sandy Oian-Thomas; Shaun Brown; James Robert Miller	Harrelson stars as Wilson a lonely neurotic and hilariously honest middle-aged misanthrope who reunites with his estranged wife (Laura Dern) and gets a shot at happiness when he learns he has a teenage daughter (Isabella Amara) he has never met In his uniquely outrageous and slightly twisted way he sets out to connect with her	English	USA	1 nomination	5.8	48.0	49	652997.0	Fox Searchlight Pictures	24-Mar-17	2017	3	155654.0	12.0	252.0	39.0	5200000	653951	Fox Searchlight	negative	subjective	0.981548607	1.0
177	47 Meters Down	2017	PG-13	13	89	Adventure; Drama; Horror	Johannes Roberts	Mandy Moore; Claire Holt; Chris Johnson; Yani Gellman	Two friends are exploring the deep blue sea until something goes wrong As they submerge 47m they encounter a creature that only wants flesh and blood As they fight their way back to the top they shortly run out of oxygen With only an hour left theyre not only racing against time they are racing against life and death	English; Spanish	UK; Dominican Republic; USA		5.7	55.0	52	44305642.0	Entertainment Studios Motion Pictures	16-Jun-17	2017	6	4190693.0	498.0	989.0	497.0	5500000	44307192	Entertainment Studios	neutral	subjective	0.732838154	1.0
178	Kill Your Darlings	2013	R	17	104	Biography; Drama; Romance	John Krokidas	Daniel Radcliffe; Dane DeHaan; Michael C. Hall; Jack Huston	In the early 1940s Allen Ginsberg is an English major at Columbia University only to learn more than he bargained for Dissatisfied by the orthodox attitudes of the school Allen finds himself drawn to iconoclastic colleagues like Lucien Carr William S Burroughs and Jack Kerouac Together this gang would explore bold new literary ideas that would challenge the sensibilities of their time as the future Beat Generation However for all their creativity their very appetites and choices lead to more serious transgressions that would mark their lives forever	English	USA	5 wins & 13 nominations	6.5	75.0	65	679958.0	Sony Pictures Classics	16-Oct-13	2013	10	2290564.0	1111.0	12809.0	266.0	5678000	1030064	Sony Classics	neutral	subjective	0.485660285	1.0
179	Crossover	2006	PG-13	13	95	Action; Sport	Preston A. Whitmore II	Anthony Mackie; Wesley Jonathan; Eva Marcille; Wayne Brady	A naturally talented basketball player Noah Cruise is determined to become a doctor using his basketball scholarship to UCLA pre-med rather than succumb to the lure of former sports agent Vaughn and go for the NBA His best friend the buddy that took the fall for him and did the time for an assault charge Tech also an outstanding basketball player has less lofty ambitions: he wants to get his GED and win an underground street ball game against his arrogant rival Jewelz Their lives change drastically when they both fall in love with two local girls Vanessa Lilly and Eboni Jackson and take fateful trip out to LA together	English	USA		2.1	2.0	30	7009668.0	Sony Pictures Entertainment	1-Sep-06	2006	9	11416.0	2.0	60.0	3.0	5800000	7009668	Sony / Columbia	positive	subjective	0.890618742	1.0
180	Rocket Science	2007	R	17	101	Comedy; Drama	Jeffrey Blitz	Nicholas D'Agosto; Anna Kendrick; Utkarsh Ambudkar; Candace Hammer	Coming of age in Plainsboro New Jersey High school student Hal Hefner stutters On the evening his parents stop arguing and separate 43 miles away at the state tournament his schools legendary debater Ben Wekselbaum goes blank mid-sentence Bens teammate Ginny Ryerson doesnt get a first-place trophy and the world changes That fall to Hals amazement Ginny recruits him for the debate team mentors him and will be his partner He still has his stutter but he works hard and he falls in love with Ginny On the day of the first debate of the season the world changes again From then until the day of the state tournament Hal has a lot to sort out Is love rocket science?	English	USA	2 wins & 7 nominations	6.7	84.0	73	601787.0	Picturehouse	10-Aug-07	2007	8	162089.0	30.0	365.0	11.0	6000000	714943	Picturehouse	negative	subjective	0.539563298	1.0
181	The Wrestler	2008	R	17	109	Drama; Sport	Darren Aronofsky	Mickey Rourke; Marisa Tomei; Evan Rachel Wood; Mark Margolis	This is a drama about an aging professional wrestler decades past his prime who now barely gets by working small wrestling shows in VFW halls and as a part-time grocery store employee As he faces health problems that may end his wrestling career for good he attempts to come to terms with his life outside the ring: by working full time at the grocery store trying to reconcile with the daughter he abandoned in childhood and forming a closer bond with a stripper he has romantic feelings for He struggles with his new life and an offer of a high-profile rematch with his 1980s arch-nemesis The Ayatollah which may be his ticket back to stardom	English	USA; France	Nominated for 2 Oscars Another 57 wins & 86 nominations	7.9	98.0	81	26136413.0	Fox Searchlight Pictures	17-Dec-08	2008	12	83888.0	37.0	129.0	5.0	6000000	26238243	Fox Searchlight	negative	subjective	0.820260465	1.0
182	City Island	2009	PG-13	13	104	Comedy; Drama; Romance	Raymond De Felitta	Andy Garcia; Julianna Margulies; Steven Strait; Emily Mortimer	The Rizzos a family who doesnt share their habits aspirations and careers with one another find their delicate web of lies disturbed by the arrival of a young ex-con (Strait) brought home by Vince (Garcia) the patriarch of the family who is a corrections officer in real life and a hopeful actor in private	English	USA	3 wins & 4 nominations	7.4	81.0	66	6670712.0	Anchor Bay Entertainment	19-Mar-10	2010	3	172209.0	28.0	260.0	12.0	6000000	6671036	Anchor Bay Films	negative	objective	0.80383569	0.999997433
183	Snow Flower and the Secret Fan	2011	PG-13	13	120	Drama; History	Wayne Wang	Russell Wong; Bingbing Li; Archie Kao; Ji-hyun Jun	In 19th-century China seven year old girls Snow Flower and Lily are matched as laotong - or old sames - bound together for eternity Isolated by their families they furtively communicate by taking turns writing in a secret language nu shu between the folds of a white silk fan In a parallel story in present day Shanghai the laotongs descendants Nina and Sophia struggle to maintain the intimacy of their own childhood friendship in the face of demanding careers complicated love lives and a relentlessly evolving Shanghai Drawing on the lessons of the past the two modern women must understand the story of their ancestral connection hidden from them in the folds of the antique white silk fan or risk losing one another forever	English; Chinese	China; USA	1 win & 1 nomination	6.1	21.0	42	1346503.0	Fox Searchlight Pictures	15-Jul-11	2011	7	491800.0	200.0	981.0	43.0	6000000	1348205	Fox Searchlight	neutral	subjective	0.83819592	1.0
184	The Words	2012	PG-13	13	102	Drama; Mystery; Romance	Brian Klugman; Lee Sternthal	Dennis Quaid; John Hannah; Jeremy Irons; Bradley Cooper	Layered romantic drama The Words follows young writer Rory Jansen who finally achieves long sought after literary success after publishing the next great American novel Theres only one catch - he didnt write it As the past comes back to haunt him and his literary star continues to rise Jansen is forced to confront the steep price that must be paid for stealing another mans work and for placing ambition and success above lifes most fundamental three words	English; French	USA	1 win & 3 nominations	7.1	24.0	37	11434867.0	CBS Films	7-Sep-12	2012	9	3966697.0	1500.0	7379.0	235.0	6000000	11494838	CBS Films	positive	subjective	0.557192564	1.0
185	Movie 43	2013	R	17	94	Comedy; Romance	Elizabeth Banks; Steven Brill; Steve Carr; Rusty Cundieff; James Duffy; Griffin Dunne; Peter Farrelly; Patrik Forsberg; Will Graham; James Gunn; Brett Ratner; Jonathan van Tulleken; Bob Odenkirk	Dennis Quaid; Greg Kinnear; Common; Charlie Saxton	Ineffectual has-been film-maker (Dennis Quaid) swindles his way into an interview with a film executive (Greg Kinnear) in order to pitch an outrageous and controversial comedy manuscript After pitching the first of his thirteen offbeat fables the dejected artist forces the rest of his disjointed allegory on the executive at gunpoint He tells stories of a woman on a blind date with a man who has testicles growing from his neck in another a smitten woman offers her neck to her boyfriend to poop on -as a sign of commitment and love In yet another two parents take home-schooling to a whole new level of indecency striving to give their isolated teenage son all the regular torment and humiliation of puberty by bullying peer-pressuring and even seducing him themselves An off-beat elephant-in-the-room type film	English	USA	4 wins & 5 nominations	4.3	4.0	18	8700000.0	Relativity Media	25-Jan-13	2013	1	1549590.0	830.0	2636.0	402.0	6000000	8840453	Relativity	neutral	subjective	0.769002318	1.0
186	Daddy Day Camp	2007	PG	7	93	Comedy; Family	Fred Savage	Cuba Gooding Jr.; Lochlyn Munro; Richard Gant; Tamala Jones	Daddy Day Care pals Charlie and Phil are back in this hilarious all-new adventure: Daddy Day Camp! When the dads expand their childcare magic to underdog Camp Driftwood they discover that teamwork combined with some down-right crazy antics is the right mix to give the kids an unforgettable camp experience!	English	USA	1 win & 5 nominations	3.0	1.0	13	13155823.0	Sony Pictures	8-Aug-07	2007	8	15453.0	6.0	106.0	18.0	6000000	13235267	Sony (Revolution)	positive	subjective	0.925285518	1.0
187	Lake of Fire	2006	NOT RATED	17	152	Documentary	Tony Kaye	Bill Baird; Flip Benham; Dallas Blanchard; John Britton	A graphic documentary on both sides of the abortion debate	English	USA	14 nominations	8.3	94.0	83		ThinkFilm	3-Oct-07	2007	10	106685.0	212.0	206.0	18.0	6000000	25317	ThinkFilm	neutral	objective	0.709800124	0.999553142
188	Miss March	2009	R	17	90	Comedy; Romance	Zach Cregger; Trevor Moore	Zach Cregger; Trevor Moore; Raquel Alessi; Molly Stanton	A young man awakens from a four-year coma to hear that his once virginal high-school sweetheart has since become a centerfold in one of the worlds most famous mens magazines He and his sex-crazed best friend decide to take a cross-country road trip in order to crash a party at the magazines legendary mansion headquarters and win back the girl	English; Portuguese	USA	2 nominations	5.0	5.0	7	4485877.0	20th Century Fox	13-Mar-09	2009	3	91215.0	10.0	68.0	8.0	6000000	4543320	Fox Searchlight	positive	subjective	0.369588435	1.0
189	Deadfall	2012	R	17	95	Crime; Drama; Thriller	Stefan Ruzowitzky	Eric Bana; Olivia Wilde; Charlie Hunnam; Dennis Lafond	After a heist of a casino the criminal Addison and his sister Liza are on the run to Canada with their driver/accomplice Theo Out of the blue Theo hits a deer and loses control of the car that leaves the road and overturns Theo dies and Addison kills a patrolman that comes to help them Then he splits the money with Liza and tells his sister to get a ride to the border while he will cross the woods Addison leaves a trail of blood in his runaway Meanwhile the former boxer Jay who was arrested for losing a fight is released from prison on probation and calls his mother June Mills that lives in an isolated house with his estranged father Chet Mills that was the former Sheriff June invites her son for the Thanksgiving dinner but he goes first to the gym to collect money that his couch owes him They quarrel and Jay hits him and believes that has killed him He flees and while driving on the road he sees Liza and gives a ride to her Soon they fall in love with each other Meanwhile Sheriff Marshall T Becker is hunting Addison with his men but he does not allow that his daughter Deputy Hanna to participate in the hunting party The Thanksgiving will end with all the characters gathering at Chet and Junes home	English	France; USA		6.3	34.0	52	38734.0	Magnolia Pictures	7-Dec-12	2012	12	5839092.0	1188.0	5890.0	511.0	6000000	18369	Trimark	neutral	subjective	0.573990226	1.0
